>> loading GameParams.old.txt (first object)
>> loading GameParams.txt (second object)
>> comparing pickles
root.PRGM095_130MM55_B7CAS.shotDelay changed in second object (was 9.2, is 8.1)
root.PJSD208_Kagero.B_Hull_1941.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSD208_Kagero.B_Hull_1941.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSC106_Pr_94_Budeny.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PRSC106_Pr_94_Budeny.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PRSC106_Pr_94_Budeny.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PRSC106_Pr_94_Budeny.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSC106_Pr_94_Budeny.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PRSC106_Pr_94_Budeny.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PRSC106_Pr_94_Budeny.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PRSC106_Pr_94_Budeny.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASC014_New_Orlean_1944.B_Hull_1944.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASC014_New_Orlean_1944.B_Hull_1944.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASC014_New_Orlean_1944.B_Hull_1944.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASC014_New_Orlean_1944.B_Hull_1944.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASC014_New_Orlean_1944.A_Hull_1942.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASC014_New_Orlean_1944.A_Hull_1942.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASC014_New_Orlean_1944.A_Hull_1942.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASC014_New_Orlean_1944.A_Hull_1942.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PGSC502_Emden_1908.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PGSC502_Emden_1908.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PGSC502_Emden_1908.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PGSC502_Emden_1908.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PUSC506_Perth_1942.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PUSC506_Perth_1942.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PUSC506_Perth_1942.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PUSC506_Perth_1942.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PFSC107_Algerie.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PFSC107_Algerie.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PFSC107_Algerie.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PFSC107_Algerie.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PFSC107_Algerie.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PFSC107_Algerie.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PFSC107_Algerie.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PFSC107_Algerie.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASC016_Worcester_1948.HullDefault.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASC016_Worcester_1948.HullDefault.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASC016_Worcester_1948.HullDefault.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASC016_Worcester_1948.HullDefault.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSC034_Zao_1944.HullDefault.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSC034_Zao_1944.HullDefault.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSC034_Zao_1944.HullDefault.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSC034_Zao_1944.HullDefault.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASC005_Omaha_1923.A_Hull_1923.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASC005_Omaha_1923.A_Hull_1923.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASC005_Omaha_1923.A_Hull_1923.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASC005_Omaha_1923.A_Hull_1923.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASC005_Omaha_1923.ShipUpgradeInfo.PAUH405_Omaha_1944 removed in second object
root.PASC005_Omaha_1923.ShipUpgradeInfo.PAUA401_C5_ART_STOCK.components.artillery[2] removed in second object
root.PASC005_Omaha_1923.ShipUpgradeInfo.PAUH402_Omaha_1938.nextShips[0] removed in first object
root.PASC005_Omaha_1923.ShipUpgradeInfo.PAUT401_C5_TORP_STOCK.components.torpedoes[2] removed in second object
root.PASC005_Omaha_1923.ShipUpgradeInfo.PAUA402_C5_ART_TOP.components.artillery[1] removed in second object
root.PASC005_Omaha_1923.B_Hull_1938.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASC005_Omaha_1923.B_Hull_1938.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASC005_Omaha_1923.B_Hull_1938.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASC005_Omaha_1923.B_Hull_1938.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASC005_Omaha_1923.C_Hull_1944.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASC005_Omaha_1923.C_Hull_1944.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASC005_Omaha_1923.C_Hull_1944.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASC005_Omaha_1923.C_Hull_1944.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASB013_Arkansas_1912.ATBADefault.maxDist changed in second object (was 3500.0, is 4500.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_17.delim changed in second object (was 0.6, is 0.5)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_17.radiusOnZero changed in second object (was 0.1, is 0.4)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_17.idealRadius changed in second object (was 20, is 10.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_17.idealDistance changed in second object (was 333.333, is 1000.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_17.minRadius changed in second object (was 1.0, is 1.6)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_16.delim changed in second object (was 0.6, is 0.5)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_16.radiusOnZero changed in second object (was 0.1, is 0.4)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_16.idealRadius changed in second object (was 20, is 10.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_16.idealDistance changed in second object (was 333.333, is 1000.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_16.minRadius changed in second object (was 1.0, is 1.6)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_15.delim changed in second object (was 0.6, is 0.5)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_15.radiusOnZero changed in second object (was 0.1, is 0.4)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_15.idealRadius changed in second object (was 20, is 10.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_15.idealDistance changed in second object (was 333.333, is 1000.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_15.minRadius changed in second object (was 1.0, is 1.6)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_14.delim changed in second object (was 0.6, is 0.5)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_14.radiusOnZero changed in second object (was 0.1, is 0.4)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_14.idealRadius changed in second object (was 20, is 10.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_14.idealDistance changed in second object (was 333.333, is 1000.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_14.minRadius changed in second object (was 1.0, is 1.6)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_13.delim changed in second object (was 0.6, is 0.5)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_13.radiusOnZero changed in second object (was 0.1, is 0.4)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_13.idealRadius changed in second object (was 20, is 10.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_13.idealDistance changed in second object (was 333.333, is 1000.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_13.minRadius changed in second object (was 1.0, is 1.6)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_12.delim changed in second object (was 0.6, is 0.5)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_12.radiusOnZero changed in second object (was 0.1, is 0.4)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_12.idealRadius changed in second object (was 20, is 10.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_12.idealDistance changed in second object (was 333.333, is 1000.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_12.minRadius changed in second object (was 1.0, is 1.6)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_11.delim changed in second object (was 0.6, is 0.5)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_11.radiusOnZero changed in second object (was 0.1, is 0.4)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_11.idealRadius changed in second object (was 20, is 10.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_11.idealDistance changed in second object (was 333.333, is 1000.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_11.minRadius changed in second object (was 1.0, is 1.6)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_10.delim changed in second object (was 0.6, is 0.5)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_10.radiusOnZero changed in second object (was 0.1, is 0.4)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_10.idealRadius changed in second object (was 20, is 10.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_10.idealDistance changed in second object (was 333.333, is 1000.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_10.minRadius changed in second object (was 1.0, is 1.6)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_19.delim changed in second object (was 0.6, is 0.5)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_19.radiusOnZero changed in second object (was 0.1, is 0.4)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_19.idealRadius changed in second object (was 20, is 10.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_19.idealDistance changed in second object (was 333.333, is 1000.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_19.minRadius changed in second object (was 1.0, is 1.6)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_18.delim changed in second object (was 0.6, is 0.5)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_18.radiusOnZero changed in second object (was 0.1, is 0.4)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_18.idealRadius changed in second object (was 20, is 10.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_18.idealDistance changed in second object (was 333.333, is 1000.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_18.minRadius changed in second object (was 1.0, is 1.6)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_3.delim changed in second object (was 0.6, is 0.5)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_3.radiusOnZero changed in second object (was 0.1, is 0.4)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_3.idealRadius changed in second object (was 20, is 10.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_3.idealDistance changed in second object (was 333.333, is 1000.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_3.minRadius changed in second object (was 1.0, is 1.6)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_2.delim changed in second object (was 0.6, is 0.5)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_2.radiusOnZero changed in second object (was 0.1, is 0.4)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_2.idealRadius changed in second object (was 20, is 10.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_2.idealDistance changed in second object (was 333.333, is 1000.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_2.minRadius changed in second object (was 1.0, is 1.6)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_1.delim changed in second object (was 0.6, is 0.5)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_1.radiusOnZero changed in second object (was 0.1, is 0.4)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_1.idealRadius changed in second object (was 20, is 10.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_1.idealDistance changed in second object (was 333.333, is 1000.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_1.minRadius changed in second object (was 1.0, is 1.6)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_7.delim changed in second object (was 0.6, is 0.5)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_7.radiusOnZero changed in second object (was 0.1, is 0.4)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_7.idealRadius changed in second object (was 20, is 10.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_7.idealDistance changed in second object (was 333.333, is 1000.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_7.minRadius changed in second object (was 1.0, is 1.6)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_6.delim changed in second object (was 0.6, is 0.5)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_6.radiusOnZero changed in second object (was 0.1, is 0.4)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_6.idealRadius changed in second object (was 20, is 10.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_6.idealDistance changed in second object (was 333.333, is 1000.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_6.minRadius changed in second object (was 1.0, is 1.6)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_5.delim changed in second object (was 0.6, is 0.5)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_5.radiusOnZero changed in second object (was 0.1, is 0.4)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_5.idealRadius changed in second object (was 20, is 10.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_5.idealDistance changed in second object (was 333.333, is 1000.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_5.minRadius changed in second object (was 1.0, is 1.6)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_4.delim changed in second object (was 0.6, is 0.5)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_4.radiusOnZero changed in second object (was 0.1, is 0.4)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_4.idealRadius changed in second object (was 20, is 10.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_4.idealDistance changed in second object (was 333.333, is 1000.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_4.minRadius changed in second object (was 1.0, is 1.6)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_9.delim changed in second object (was 0.6, is 0.5)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_9.radiusOnZero changed in second object (was 0.1, is 0.4)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_9.idealRadius changed in second object (was 20, is 10.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_9.idealDistance changed in second object (was 333.333, is 1000.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_9.minRadius changed in second object (was 1.0, is 1.6)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_8.delim changed in second object (was 0.6, is 0.5)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_8.radiusOnZero changed in second object (was 0.1, is 0.4)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_8.idealRadius changed in second object (was 20, is 10.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_8.idealDistance changed in second object (was 333.333, is 1000.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_8.minRadius changed in second object (was 1.0, is 1.6)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_20.delim changed in second object (was 0.6, is 0.5)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_20.radiusOnZero changed in second object (was 0.1, is 0.4)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_20.idealRadius changed in second object (was 20, is 10.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_20.idealDistance changed in second object (was 333.333, is 1000.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_20.minRadius changed in second object (was 1.0, is 1.6)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_21.delim changed in second object (was 0.6, is 0.5)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_21.radiusOnZero changed in second object (was 0.1, is 0.4)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_21.idealRadius changed in second object (was 20, is 10.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_21.idealDistance changed in second object (was 333.333, is 1000.0)
root.PASB013_Arkansas_1912.ATBADefault.HP_AGS_21.minRadius changed in second object (was 1.0, is 1.6)
root.PISC507_Duca_degli_Abruzzi.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PISC507_Duca_degli_Abruzzi.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PISC507_Duca_degli_Abruzzi.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PISC507_Duca_degli_Abruzzi.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PUSD503_Vampire.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PUSD503_Vampire.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PUSD503_Vampire.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PUSD503_Vampire.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PGSC105_Konigsberg.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PGSC105_Konigsberg.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PGSC105_Konigsberg.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PGSC105_Konigsberg.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PGSC105_Konigsberg.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PGSC105_Konigsberg.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PGSC105_Konigsberg.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PGSC105_Konigsberg.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASD005_Farragut_1944.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASD005_Farragut_1944.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASD005_Farragut_1944.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASD005_Farragut_1944.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASD005_Farragut_1944.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASD005_Farragut_1944.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASD005_Farragut_1944.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASD005_Farragut_1944.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASD005_Farragut_1944.C_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASD005_Farragut_1944.C_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASD005_Farragut_1944.C_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASD005_Farragut_1944.C_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_2.shotDelay changed in second object (was 9.2, is 8.1)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_3.shotDelay changed in second object (was 9.2, is 8.1)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_1.shotDelay changed in second object (was 9.2, is 8.1)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_6.shotDelay changed in second object (was 9.2, is 8.1)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_7.shotDelay changed in second object (was 9.2, is 8.1)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_4.shotDelay changed in second object (was 9.2, is 8.1)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_5.shotDelay changed in second object (was 9.2, is 8.1)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_8.shotDelay changed in second object (was 9.2, is 8.1)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_9.shotDelay changed in second object (was 9.2, is 8.1)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_10.shotDelay changed in second object (was 9.2, is 8.1)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_11.shotDelay changed in second object (was 9.2, is 8.1)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_12.shotDelay changed in second object (was 9.2, is 8.1)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_13.shotDelay changed in second object (was 9.2, is 8.1)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_14.shotDelay changed in second object (was 9.2, is 8.1)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_15.shotDelay changed in second object (was 9.2, is 8.1)
root.PRSC505_KrasniKrym.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PRSC505_KrasniKrym.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PRSC505_KrasniKrym.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PRSC505_KrasniKrym.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSC010_Diana_1905_Asus.HullDefault.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PRSC010_Diana_1905_Asus.HullDefault.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PRSC010_Diana_1905_Asus.HullDefault.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PRSC010_Diana_1905_Asus.HullDefault.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSD209_Yugumo.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSD209_Yugumo.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSD209_Yugumo.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSD209_Yugumo.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSD209_Yugumo.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSD209_Yugumo.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSD209_Yugumo.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSD209_Yugumo.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRPA031_180_HE_OF_42_S.bulletSpeed changed in second object (was 800.0, is 920.0)
root.PJSD106_Fubuki.A_Hull_1943.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSD106_Fubuki.A_Hull_1943.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSD106_Fubuki.A_Hull_1943.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSD106_Fubuki.A_Hull_1943.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSD106_Fubuki.B_Hull_1943.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSD106_Fubuki.B_Hull_1943.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSD106_Fubuki.B_Hull_1943.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSD106_Fubuki.B_Hull_1943.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PGSD107_Leberecht_Maass.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PGSD107_Leberecht_Maass.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PGSD107_Leberecht_Maass.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PGSD107_Leberecht_Maass.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PGSD107_Leberecht_Maass.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PGSD107_Leberecht_Maass.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PGSD107_Leberecht_Maass.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PGSD107_Leberecht_Maass.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASC004_St_Louis_1906.A_Hull_1906.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASC004_St_Louis_1906.A_Hull_1906.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASC004_St_Louis_1906.A_Hull_1906.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASC004_St_Louis_1906.A_Hull_1906.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASC004_St_Louis_1906.B_Hull_1924.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASC004_St_Louis_1906.B_Hull_1924.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASC004_St_Louis_1906.B_Hull_1924.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASC004_St_Louis_1906.B_Hull_1924.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASD027_Wickes_1918.B_Hull_1925.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASD027_Wickes_1918.B_Hull_1925.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASD027_Wickes_1918.B_Hull_1925.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASD027_Wickes_1918.B_Hull_1925.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASD027_Wickes_1918.A_Hull_1918.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASD027_Wickes_1918.A_Hull_1918.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASD027_Wickes_1918.A_Hull_1918.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASD027_Wickes_1918.A_Hull_1918.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSC709_Haguro.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSC709_Haguro.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSC709_Haguro.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
