>> loading GameParams.old.txt (first object)
root.PJSA011_Hiryu_1942.ShipAbilities.AbilitySlot4 removed in first object
root.PFSB104_Courbet.ShipAbilities.AbilitySlot4 removed in first object
root.PGSB103_Nassau.ShipAbilities.AbilitySlot4 removed in first object
root.PBSB507_Hood.ShipAbilities.AbilitySlot4 removed in first object
root.PJSD107_Akatsuki.ShipAbilities.AbilitySlot4 removed in first object
root.PFSB103_Turenne.ShipAbilities.AbilitySlot4 removed in first object
root.PJSB706_Kirishima.ShipAbilities.AbilitySlot4 removed in first object
root.PASA012_Lexington_1944.ShipAbilities.AbilitySlot4 removed in first object
root.PASB006_New_York_1934.ShipAbilities.AbilitySlot4 removed in first object
root.PJSC727_Blue_Dragon.ShipAbilities.AbilitySlot4 removed in first object
root.PFSB508_Gascogne.ShipAbilities.AbilitySlot4 removed in first object
root.PFSC101_Bougainville.ShipAbilities.AbilitySlot4 removed in first object
root.PJSB509_Musashi.ShipAbilities.AbilitySlot4 removed in first object
root.PZSC506_Huang_he.ShipAbilities.AbilitySlot4 removed in first object
root.PRSC101_Orlan.ShipAbilities.AbilitySlot4 removed in first object
root.PGSB507_Scharnhorst.ShipAbilities.AbilitySlot4 removed in first object
root.PRSC103_Bogatyr.ShipAbilities.AbilitySlot4 removed in first object
root.PBSC103_Caledon.ShipAbilities.AbilitySlot4 removed in first object
root.PJSD108_Akizuki.ShipAbilities.AbilitySlot4 removed in first object
root.PXSB002_Rasputin.ShipAbilities.AbilitySlot4 removed in first object
root.PASC208_Cleveland.ShipAbilities.AbilitySlot3.abils[0][0] changed in second object (was PCY005_Spotter, is PCY019_RLSSearch)
root.PASC208_Cleveland.ShipAbilities.AbilitySlot3.abils[0][1] changed in second object (was PAY010_Curtiss_SC1_Cruiser_4, is US_8)
root.PASC208_Cleveland.ShipAbilities.AbilitySlot3.abils[1][0] changed in second object (was PCY013_SpotterPremium, is PCY020_RLSSearchPremium)
root.PASC208_Cleveland.ShipAbilities.AbilitySlot3.abils[1][1] changed in second object (was PAY110_Curtiss_SC1_Cruiser_4, is US_8_PREMIUM)
root.PASC208_Cleveland.ShipAbilities.AbilitySlot3.abils[2] removed in first object
root.PASC208_Cleveland.ShipAbilities.AbilitySlot3.abils[3] removed in first object
root.PASC208_Cleveland.ShipAbilities.AbilitySlot1.abils[0][0] changed in second object (was PCY019_RLSSearch, is PCY008_SonarSearch)
root.PASC208_Cleveland.ShipAbilities.AbilitySlot1.abils[0][1] changed in second object (was US_8, is C_8)
root.PASC208_Cleveland.ShipAbilities.AbilitySlot1.abils[1][0] changed in second object (was PCY020_RLSSearchPremium, is PCY016_SonarSearchPremium)
root.PASC208_Cleveland.ShipAbilities.AbilitySlot1.abils[1][1] changed in second object (was US_8_PREMIUM, is C_8_Premium)
root.PASC208_Cleveland.ShipAbilities.AbilitySlot1.abils[2] removed in second object
root.PASC208_Cleveland.ShipAbilities.AbilitySlot1.abils[3] removed in second object
root.PASC208_Cleveland.ShipAbilities.AbilitySlot4 removed in first object
root.PASD008_Benson_1945.ShipAbilities.AbilitySlot4 removed in first object
root.PBSB109_Lion.ShipAbilities.AbilitySlot4 removed in first object
root.PASA915_Midway_1945.ShipAbilities.AbilitySlot4 removed in first object
root.PRSC999_Seal.ShipAbilities.AbilitySlot4 removed in first object
root.PASB705_Texas_1944.ShipAbilities.AbilitySlot4 removed in first object
root.PJSB506_Mutsu.ShipAbilities.AbilitySlot4 removed in first object
root.PASC045_Marblehead_1924_Asus.ShipAbilities.AbilitySlot4 removed in first object
root.PRSC102_Novik.ShipAbilities.AbilitySlot4 removed in first object
root.PJSB021_Izumo_1938.ShipAbilities.AbilitySlot4 removed in first object
root.PBSB105_Iron_Duke.ShipAbilities.AbilitySlot4 removed in first object
root.PJSC737_Nachi.ShipAbilities.AbilitySlot4 removed in first object
root.PASC006_Atlanta_1942.ShipAbilities.AbilitySlot4 removed in first object
root.PFSC105_Emile_Bertin.ShipAbilities.AbilitySlot4 removed in first object
root.PJSA507_Kaga.ShipAbilities.AbilitySlot4 removed in first object
root.PASB708_Alabama.ShipAbilities.AbilitySlot4 removed in first object
root.PASB017_Montana_1945.ShipAbilities.AbilitySlot4 removed in first object
root.PXSB006_Paris.ShipAbilities.AbilitySlot4 removed in first object
root.PJSB508_Kii.ShipAbilities.AbilitySlot4 removed in first object
root.PFSB108_Richelieu.ShipAbilities.AbilitySlot4 removed in first object
>> finished comparing
