>> loading GameParams.old.txt (first object)
>> loading GameParams.txt (second object)
>> comparing pickles
root.PBPA009_152MM_AP_100LBS.bulletDetonator changed in second object (was 0.025, is 0.005)
root.PZSD508_LoYang.A_Hull.armor.65625 changed in second object (was 12.0, is 13.0)
root.PZSD508_LoYang.A_Hull.armor.65626 changed in second object (was 12.0, is 13.0)
root.PZSD508_LoYang.A_Hull.armor.65629 changed in second object (was 12.0, is 19.0)
root.PZSD508_LoYang.ShipModernization.ModernizationSlot5.mods[2] removed in first object
root.PASC707_Flint.A_Hull.armor.65630 changed in second object (was 16.0, is 13.0)
root.PASC707_Flint.A_Hull.armor.65584 changed in second object (was 16.0, is 13.0)
root.PASC707_Flint.A_Hull.armor.65585 changed in second object (was 16.0, is 13.0)
root.PASC707_Flint.A_Hull.armor.131120 changed in second object (was 16.0, is 13.0)
root.PASC707_Flint.A_Hull.armor.65603 changed in second object (was 16.0, is 13.0)
root.PASC707_Flint.A_Hull.armor.131165 changed in second object (was 16.0, is 13.0)
root.PASC707_Flint.A_Hull.armor.65622 changed in second object (was 16.0, is 13.0)
root.PASC707_Flint.A_Hull.armor.65623 changed in second object (was 16.0, is 13.0)
root.PASC707_Flint.A_Hull.armor.65629 changed in second object (was 16.0, is 13.0)
root.PRSD507_Leningrad_1944.A_Hull.armor.65629 changed in second object (was 12.0, is 16.0)
root.PRSD507_Leningrad_1944.A_Hull.armor.65584 changed in second object (was 12.0, is 16.0)
root.PRSD507_Leningrad_1944.A_Hull.armor.131128 changed in second object (was 12.0, is 16.0)
root.PRSD109_Pr_48_Kiev.A_Hull.armor.65584 changed in second object (was 12.0, is 16.0)
root.PRSD109_Pr_48_Kiev.A_Hull.armor.65629 changed in second object (was 12.0, is 16.0)
root.PRSD109_Pr_48_Kiev.B_Hull.armor.65584 changed in second object (was 12.0, is 16.0)
root.PRSD109_Pr_48_Kiev.B_Hull.armor.65629 changed in second object (was 12.0, is 16.0)
root.PGSB109_Friedrich_der_Grosse.A_Hull.armor.65630 changed in second object (was 30.0, is 32.0)
root.PGSB109_Friedrich_der_Grosse.A_Hull.armor.65585 changed in second object (was 28.0, is 32.0)
root.PGSB109_Friedrich_der_Grosse.A_Hull.armor.65584 changed in second object (was 28.0, is 32.0)
root.PGSB109_Friedrich_der_Grosse.A_Hull.armor.131121 changed in second object (was 30.0, is 32.0)
root.PGSB109_Friedrich_der_Grosse.A_Hull.armor.65629 changed in second object (was 28.0, is 32.0)
root.PGSB109_Friedrich_der_Grosse.A_Hull.armor.131166 changed in second object (was 28.0, is 32.0)
root.PGSB109_Friedrich_der_Grosse.B_Hull.armor.65630 changed in second object (was 30.0, is 32.0)
root.PGSB109_Friedrich_der_Grosse.B_Hull.armor.65585 changed in second object (was 28.0, is 32.0)
root.PGSB109_Friedrich_der_Grosse.B_Hull.armor.65584 changed in second object (was 28.0, is 32.0)
root.PGSB109_Friedrich_der_Grosse.B_Hull.armor.131121 changed in second object (was 30.0, is 32.0)
root.PGSB109_Friedrich_der_Grosse.B_Hull.armor.65629 changed in second object (was 28.0, is 32.0)
root.PGSB109_Friedrich_der_Grosse.B_Hull.armor.131166 changed in second object (was 28.0, is 32.0)
root.PJSA012_Zuikaku_1944.A_Hull_1941.armor.65625 changed in second object (was 12.0, is 13.0)
root.PJSA012_Zuikaku_1944.A_Hull_1941.armor.65626 changed in second object (was 12.0, is 13.0)
root.PJSA012_Zuikaku_1944.B_Hull_1943.armor.65625 changed in second object (was 12.0, is 13.0)
root.PJSA012_Zuikaku_1944.B_Hull_1943.armor.65626 changed in second object (was 12.0, is 13.0)
root.PJSA012_Zuikaku_1944.C_Hull_1944.armor.65625 changed in second object (was 12.0, is 13.0)
root.PJSA012_Zuikaku_1944.C_Hull_1944.armor.65626 changed in second object (was 12.0, is 13.0)
root.PASD029_Sims_1941.HullDefault.armor.131128 changed in second object (was 12.0, is 16.0)
root.PASD029_Sims_1941.HullDefault.armor.65584 changed in second object (was 12.0, is 16.0)
root.PASD029_Sims_1941.HullDefault.armor.65592 changed in second object (was 12.0, is 16.0)
root.PASD029_Sims_1941.HullDefault.armor.65629 changed in second object (was 12.0, is 16.0)
root.PBSC110_Minotaur.A_Hull.armor.65584 changed in second object (was 22.0, is 16.0)
root.PBSC110_Minotaur.A_Hull.armor.65585 changed in second object (was 22.0, is 16.0)
root.PBSC110_Minotaur.A_Hull.armor.65603 changed in second object (was 22.0, is 16.0)
root.PBSC110_Minotaur.A_Hull.armor.65622 changed in second object (was 22.0, is 16.0)
root.PBSC110_Minotaur.A_Hull.armor.65623 changed in second object (was 22.0, is 16.0)
root.PBSC110_Minotaur.A_Hull.armor.65625 changed in second object (was 12.0, is 13.0)
root.PBSC110_Minotaur.A_Hull.armor.65626 changed in second object (was 12.0, is 13.0)
root.PBSC110_Minotaur.A_Hull.armor.65629 changed in second object (was 22.0, is 16.0)
root.PBSC110_Minotaur.A_Hull.armor.65630 changed in second object (was 22.0, is 16.0)
root.PBSC110_Minotaur.ShipModernization.ModernizationSlot5.mods[1] changed in second object (was PCM024_Engine_Mod_II, is PCM025_SteeringGear_Mod_II)
root.PBSC110_Minotaur.ShipModernization.ModernizationSlot5.mods[2] removed in second object
root.PBSC110_Minotaur.A1_Torpedoes.HP_BGT_3.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC110_Minotaur.A1_Torpedoes.HP_BGT_2.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC110_Minotaur.A1_Torpedoes.HP_BGT_1.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC110_Minotaur.A1_Torpedoes.HP_BGT_4.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC110_Minotaur.A_Engine.forwardEngineForsagMaxSpeed changed in second object (was 2.5, is 31.155)
root.PBSC110_Minotaur.A_Engine.backwardEngineForsagMaxSpeed changed in second object (was 2.5, is 5.0)
root.PBSC110_Minotaur.A_Engine.forwardEngineForsag changed in second object (was 2.5, is 1.75)
root.PBSC110_Minotaur.ShipAbilities.AbilitySlot2.abils[0][0] changed in second object (was PCY007_SpeedBooster, is PCY006_SmokeGenerator)
root.PBSC110_Minotaur.ShipAbilities.AbilitySlot2.abils[0][1] changed in second object (was UK_CL, is UK_Lvl_10)
root.PBSC110_Minotaur.ShipAbilities.AbilitySlot2.abils[1][0] changed in second object (was PCY015_SpeedBoosterPremium, is PCY014_SmokeGeneratorPremium)
root.PBSC110_Minotaur.ShipAbilities.AbilitySlot2.abils[1][1] changed in second object (was UK_CL_PREM, is UK_Lvl_10_Gold)
root.PASA013_Essex_1945.A_Hull_1943.armor.65625 changed in second object (was 12.0, is 13.0)
root.PASA013_Essex_1945.A_Hull_1943.armor.65626 changed in second object (was 12.0, is 13.0)
root.PASA013_Essex_1945.A_Hull_1943.armor.131161 changed in second object (was 12.0, is 13.0)
root.PASA013_Essex_1945.B_Hull_1945.armor.65625 changed in second object (was 12.0, is 13.0)
root.PASA013_Essex_1945.B_Hull_1945.armor.65626 changed in second object (was 12.0, is 13.0)
root.PASA013_Essex_1945.B_Hull_1945.armor.131161 changed in second object (was 12.0, is 13.0)
root.PASA010_Ranger_1944.A_Hull_1941.armor.65622 changed in second object (was 19.0, is 16.0)
root.PASA010_Ranger_1944.A_Hull_1941.armor.65623 changed in second object (was 19.0, is 16.0)
root.PASA010_Ranger_1944.A_Hull_1941.armor.65624 changed in second object (was 19.0, is 16.0)
root.PASA010_Ranger_1944.B_Hull_1943.armor.65622 changed in second object (was 19.0, is 16.0)
root.PASA010_Ranger_1944.B_Hull_1943.armor.65623 changed in second object (was 19.0, is 16.0)
root.PASA010_Ranger_1944.B_Hull_1943.armor.65624 changed in second object (was 19.0, is 16.0)
root.PASA010_Ranger_1944.B_Hull_1943.armor.65620 changed in second object (was 19.0, is 16.0)
root.PJSC008_Myoko_1945.A_Hull.armor.65585 changed in second object (was 19.0, is 16.0)
root.PJSC008_Myoko_1945.A_Hull.armor.65584 changed in second object (was 19.0, is 16.0)
root.PJSC008_Myoko_1945.A_Hull.armor.65630 changed in second object (was 19.0, is 16.0)
root.PJSC008_Myoko_1945.A_Hull.armor.65629 changed in second object (was 19.0, is 16.0)
root.PJSC008_Myoko_1945.B_Hull.armor.65585 changed in second object (was 19.0, is 16.0)
root.PJSC008_Myoko_1945.B_Hull.armor.65584 changed in second object (was 19.0, is 16.0)
root.PJSC008_Myoko_1945.B_Hull.armor.65630 changed in second object (was 19.0, is 16.0)
root.PJSC008_Myoko_1945.B_Hull.armor.65629 changed in second object (was 19.0, is 16.0)
root.PJSC008_Myoko_1945.C_Hull.armor.65585 changed in second object (was 19.0, is 16.0)
root.PJSC008_Myoko_1945.C_Hull.armor.65584 changed in second object (was 19.0, is 16.0)
root.PJSC008_Myoko_1945.C_Hull.armor.65630 changed in second object (was 19.0, is 16.0)
root.PJSC008_Myoko_1945.C_Hull.armor.65629 changed in second object (was 19.0, is 16.0)
root.PASC507_Indianapolis_1945.A_Hull.armor.65630 changed in second object (was 19.0, is 16.0)
root.PASC507_Indianapolis_1945.A_Hull.armor.65584 changed in second object (was 19.0, is 16.0)
root.PASC507_Indianapolis_1945.A_Hull.armor.65585 changed in second object (was 19.0, is 16.0)
root.PASC507_Indianapolis_1945.A_Hull.armor.131120 changed in second object (was 19.0, is 16.0)
root.PASC507_Indianapolis_1945.A_Hull.armor.65592 changed in second object (was 19.0, is 16.0)
root.PASC507_Indianapolis_1945.A_Hull.armor.65603 changed in second object (was 19.0, is 16.0)
root.PASC507_Indianapolis_1945.A_Hull.armor.131165 changed in second object (was 19.0, is 16.0)
root.PASC507_Indianapolis_1945.A_Hull.armor.65593 changed in second object (was 19.0, is 16.0)
root.PASC507_Indianapolis_1945.A_Hull.armor.65629 changed in second object (was 19.0, is 16.0)
root.PRSD107_Pr_35_Udaloy.A_Hull.armor.65584 changed in second object (was 12.0, is 19.0)
root.PRSD107_Pr_35_Udaloy.A_Hull.armor.65592 changed in second object (was 16.0, is 19.0)
root.PRSD107_Pr_35_Udaloy.A_Hull.armor.131128 changed in second object (was 13.0, is 19.0)
root.PRSD107_Pr_35_Udaloy.A_Hull.armor.65625 changed in second object (was 12.0, is 13.0)
root.PRSD107_Pr_35_Udaloy.A_Hull.armor.65626 changed in second object (was 12.0, is 13.0)
root.PRSD107_Pr_35_Udaloy.A_Hull.armor.65629 changed in second object (was 12.0, is 19.0)
root.PRSD107_Pr_35_Udaloy.A_Hull.armor.131165 changed in second object (was 16.0, is 19.0)
root.PRSD107_Pr_35_Udaloy.ShipModernization.ModernizationSlot6.mods[2] removed in first object
root.PRSD107_Pr_35_Udaloy.B_Hull.armor.65584 changed in second object (was 12.0, is 19.0)
root.PRSD107_Pr_35_Udaloy.B_Hull.armor.65592 changed in second object (was 16.0, is 19.0)
root.PRSD107_Pr_35_Udaloy.B_Hull.armor.131128 changed in second object (was 13.0, is 19.0)
root.PRSD107_Pr_35_Udaloy.B_Hull.armor.65625 changed in second object (was 12.0, is 13.0)
root.PRSD107_Pr_35_Udaloy.B_Hull.armor.65626 changed in second object (was 12.0, is 13.0)
root.PRSD107_Pr_35_Udaloy.B_Hull.armor.65629 changed in second object (was 12.0, is 19.0)
root.PRSD107_Pr_35_Udaloy.B_Hull.armor.131165 changed in second object (was 16.0, is 19.0)
root.PJSD006_Hatsuharu_1945.B_Hull_1945.armor.65584 changed in second object (was 12.0, is 16.0)
root.PJSD006_Hatsuharu_1945.B_Hull_1945.armor.65592 changed in second object (was 15.0, is 16.0)
root.PJSD006_Hatsuharu_1945.B_Hull_1945.armor.131128 changed in second object (was 12.0, is 16.0)
root.PJSD006_Hatsuharu_1945.B_Hull_1945.armor.65629 changed in second object (was 12.0, is 16.0)
root.PJSD006_Hatsuharu_1945.A_Hull_1935.armor.65584 changed in second object (was 12.0, is 16.0)
root.PJSD006_Hatsuharu_1945.A_Hull_1935.armor.65592 changed in second object (was 15.0, is 16.0)
root.PJSD006_Hatsuharu_1945.A_Hull_1935.armor.131128 changed in second object (was 12.0, is 16.0)
root.PJSD006_Hatsuharu_1945.A_Hull_1935.armor.65629 changed in second object (was 12.0, is 16.0)
root.PRSC105_Kirov.A_Hull.armor.65583 changed in second object (was 30.0, is 15.0)
root.PRSC105_Kirov.A_Hull.armor.65626 changed in second object (was 13.0, is 10.0)
root.PRSC105_Kirov.A_Hull.armor.65584 changed in second object (was 19.0, is 13.0)
root.PRSC105_Kirov.A_Hull.armor.65585 changed in second object (was 19.0, is 13.0)
root.PRSC105_Kirov.A_Hull.armor.65598 changed in second object (was 30.0, is 15.0)
root.PRSC105_Kirov.A_Hull.armor.65603 changed in second object (was 19.0, is 13.0)
root.PRSC105_Kirov.A_Hull.armor.65622 changed in second object (was 19.0, is 18.0)
root.PRSC105_Kirov.A_Hull.armor.65623 changed in second object (was 19.0, is 13.0)
root.PRSC105_Kirov.A_Hull.armor.65625 changed in second object (was 13.0, is 10.0)
root.PRSC105_Kirov.A_Hull.armor.65628 changed in second object (was 30.0, is 15.0)
root.PRSC105_Kirov.A_Hull.armor.65629 changed in second object (was 19.0, is 13.0)
root.PRSC105_Kirov.A_Hull.armor.65630 changed in second object (was 19.0, is 13.0)
root.PRSC105_Kirov.B_Hull.armor.65583 changed in second object (was 30.0, is 15.0)
root.PRSC105_Kirov.B_Hull.armor.65626 changed in second object (was 13.0, is 10.0)
root.PRSC105_Kirov.B_Hull.armor.65584 changed in second object (was 19.0, is 13.0)
root.PRSC105_Kirov.B_Hull.armor.65585 changed in second object (was 19.0, is 13.0)
root.PRSC105_Kirov.B_Hull.armor.65598 changed in second object (was 30.0, is 15.0)
root.PRSC105_Kirov.B_Hull.armor.65603 changed in second object (was 19.0, is 13.0)
root.PRSC105_Kirov.B_Hull.armor.65622 changed in second object (was 19.0, is 18.0)
root.PRSC105_Kirov.B_Hull.armor.65623 changed in second object (was 19.0, is 13.0)
root.PRSC105_Kirov.B_Hull.armor.65625 changed in second object (was 13.0, is 10.0)
root.PRSC105_Kirov.B_Hull.armor.65628 changed in second object (was 30.0, is 15.0)
root.PRSC105_Kirov.B_Hull.armor.65629 changed in second object (was 19.0, is 13.0)
root.PRSC105_Kirov.B_Hull.armor.65630 changed in second object (was 19.0, is 13.0)
root.PBGT023_21in_3tube_TR_Mk_IV_R.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PRSD108_Pr_20i_Tashkent.A_Hull.armor.65584 changed in second object (was 12.0, is 19.0)
root.PRSD108_Pr_20i_Tashkent.A_Hull.armor.131128 changed in second object (was 16.0, is 19.0)
root.PRSD108_Pr_20i_Tashkent.A_Hull.armor.65625 changed in second object (was 12.0, is 13.0)
root.PRSD108_Pr_20i_Tashkent.A_Hull.armor.65626 changed in second object (was 12.0, is 13.0)
root.PRSD108_Pr_20i_Tashkent.A_Hull.armor.65629 changed in second object (was 12.0, is 19.0)
root.PRSD108_Pr_20i_Tashkent.ShipModernization.ModernizationSlot5.mods[2] removed in first object
root.PRSD108_Pr_20i_Tashkent.B_Hull.armor.65584 changed in second object (was 12.0, is 19.0)
root.PRSD108_Pr_20i_Tashkent.B_Hull.armor.131128 changed in second object (was 16.0, is 19.0)
root.PRSD108_Pr_20i_Tashkent.B_Hull.armor.65625 changed in second object (was 12.0, is 13.0)
root.PRSD108_Pr_20i_Tashkent.B_Hull.armor.65626 changed in second object (was 12.0, is 13.0)
root.PRSD108_Pr_20i_Tashkent.B_Hull.armor.65629 changed in second object (was 12.0, is 19.0)
root.PRSC107_Schors.A_Hull.armor.65584 changed in second object (was 19.0, is 16.0)
root.PRSC107_Schors.A_Hull.armor.65585 changed in second object (was 19.0, is 16.0)
root.PRSC107_Schors.A_Hull.armor.65623 changed in second object (was 19.0, is 16.0)
root.PRSC107_Schors.A_Hull.armor.65629 changed in second object (was 19.0, is 13.0)
root.PRSC107_Schors.A_Hull.armor.65630 changed in second object (was 19.0, is 16.0)
root.PRSC107_Schors.B_Hull.armor.65584 changed in second object (was 19.0, is 16.0)
root.PRSC107_Schors.B_Hull.armor.65585 changed in second object (was 19.0, is 16.0)
root.PRSC107_Schors.B_Hull.armor.65629 changed in second object (was 19.0, is 13.0)
root.PRSC107_Schors.B_Hull.armor.65630 changed in second object (was 19.0, is 16.0)
root.PBPA011_152MM_AP_4CRH.bulletDetonator changed in second object (was 0.025, is 0.005)
root.PBPA011_152MM_AP_4CRH.alphaDamage changed in second object (was 1400.0, is 2600.0)
root.PJSD007_Fubuki_1944.ShipModernization.ModernizationSlot5.mods[2] removed in first object
root.PJSD007_Fubuki_1944.B_Hull_1944.armor.65584 changed in second object (was 12.0, is 19.0)
root.PJSD007_Fubuki_1944.B_Hull_1944.armor.65592 changed in second object (was 15.0, is 19.0)
root.PJSD007_Fubuki_1944.B_Hull_1944.armor.131128 changed in second object (was 12.0, is 19.0)
root.PJSD007_Fubuki_1944.B_Hull_1944.armor.65625 changed in second object (was 12.0, is 13.0)
root.PJSD007_Fubuki_1944.B_Hull_1944.armor.65626 changed in second object (was 12.0, is 13.0)
root.PJSD007_Fubuki_1944.B_Hull_1944.armor.65629 changed in second object (was 12.0, is 19.0)
root.PJSD007_Fubuki_1944.A_Hull_1944.armor.65584 changed in second object (was 12.0, is 19.0)
root.PJSD007_Fubuki_1944.A_Hull_1944.armor.65592 changed in second object (was 15.0, is 19.0)
root.PJSD007_Fubuki_1944.A_Hull_1944.armor.131128 changed in second object (was 12.0, is 19.0)
root.PJSD007_Fubuki_1944.A_Hull_1944.armor.65625 changed in second object (was 12.0, is 13.0)
root.PJSD007_Fubuki_1944.A_Hull_1944.armor.65626 changed in second object (was 12.0, is 13.0)
root.PJSD007_Fubuki_1944.A_Hull_1944.armor.65629 changed in second object (was 12.0, is 19.0)
root.PJSD007_Fubuki_1944.C_Hull_1943.armor.65584 changed in second object (was 12.0, is 19.0)
root.PJSD007_Fubuki_1944.C_Hull_1943.armor.65592 changed in second object (was 15.0, is 19.0)
root.PJSD007_Fubuki_1944.C_Hull_1943.armor.131128 changed in second object (was 12.0, is 19.0)
root.PJSD007_Fubuki_1944.C_Hull_1943.armor.65625 changed in second object (was 12.0, is 13.0)
root.PJSD007_Fubuki_1944.C_Hull_1943.armor.65626 changed in second object (was 12.0, is 13.0)
root.PJSD007_Fubuki_1944.C_Hull_1943.armor.65629 changed in second object (was 12.0, is 19.0)
root.PJSD012_Shimakaze_1943.ShipModernization.ModernizationSlot6.mods[2] removed in first object
root.PJSD012_Shimakaze_1943.B_Hull.armor.65584 changed in second object (was 12.0, is 19.0)
root.PJSD012_Shimakaze_1943.B_Hull.armor.65592 changed in second object (was 16.0, is 19.0)
root.PJSD012_Shimakaze_1943.B_Hull.armor.131128 changed in second object (was 12.0, is 19.0)
root.PJSD012_Shimakaze_1943.B_Hull.armor.65625 changed in second object (was 12.0, is 13.0)
root.PJSD012_Shimakaze_1943.B_Hull.armor.65626 changed in second object (was 12.0, is 13.0)
root.PJSD012_Shimakaze_1943.B_Hull.armor.65629 changed in second object (was 12.0, is 19.0)
root.PCY010_RegenCrewPremium.UK_CL_PREM.regenerationHPSpeed changed in second object (was 0.08, is 0.02)
root.PCY010_RegenCrewPremium.UK_CL_PREM.workTime changed in second object (was 5.0, is 20.0)
root.PJSA011_Hiryu_1942.B_Hull_1942.armor.65622 changed in second object (was 19.0, is 16.0)
root.PJSA011_Hiryu_1942.B_Hull_1942.armor.131159 changed in second object (was 19.0, is 16.0)
root.PJSA011_Hiryu_1942.B_Hull_1942.armor.196695 changed in second object (was 21.0, is 18.0)
root.PJSA011_Hiryu_1942.C_Hull_1945.armor.65622 changed in second object (was 19.0, is 16.0)
root.PJSA011_Hiryu_1942.C_Hull_1945.armor.131159 changed in second object (was 19.0, is 16.0)
root.PJSA011_Hiryu_1942.C_Hull_1945.armor.196695 changed in second object (was 19.0, is 18.0)
root.PBSC108_Edinburgh.A_Hull.armor.65622 changed in second object (was 22.0, is 19.0)
root.PBSC108_Edinburgh.A_Hull.armor.65584 changed in second object (was 22.0, is 16.0)
root.PBSC108_Edinburgh.A_Hull.armor.65585 changed in second object (was 22.0, is 16.0)
root.PBSC108_Edinburgh.A_Hull.armor.65603 changed in second object (was 22.0, is 16.0)
root.PBSC108_Edinburgh.A_Hull.armor.65623 changed in second object (was 22.0, is 19.0)
root.PBSC108_Edinburgh.A_Hull.armor.65625 changed in second object (was 12.0, is 13.0)
root.PBSC108_Edinburgh.A_Hull.armor.65626 changed in second object (was 12.0, is 13.0)
root.PBSC108_Edinburgh.A_Hull.armor.65629 changed in second object (was 22.0, is 16.0)
root.PBSC108_Edinburgh.A_Hull.armor.65630 changed in second object (was 22.0, is 16.0)
root.PBSC108_Edinburgh.ShipModernization.ModernizationSlot4.mods[1] changed in second object (was PCM024_Engine_Mod_II, is PCM025_SteeringGear_Mod_II)
root.PBSC108_Edinburgh.ShipModernization.ModernizationSlot4.mods[2] removed in second object
root.PBSC108_Edinburgh.AB1_Torpedoes.HP_BGT_2.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC108_Edinburgh.AB1_Torpedoes.HP_BGT_1.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC108_Edinburgh.B_Hull.armor.65622 changed in second object (was 22.0, is 19.0)
root.PBSC108_Edinburgh.B_Hull.armor.65584 changed in second object (was 22.0, is 16.0)
root.PBSC108_Edinburgh.B_Hull.armor.65585 changed in second object (was 22.0, is 16.0)
root.PBSC108_Edinburgh.B_Hull.armor.65603 changed in second object (was 22.0, is 16.0)
root.PBSC108_Edinburgh.B_Hull.armor.65623 changed in second object (was 22.0, is 19.0)
root.PBSC108_Edinburgh.B_Hull.armor.65625 changed in second object (was 12.0, is 13.0)
root.PBSC108_Edinburgh.B_Hull.armor.65626 changed in second object (was 12.0, is 13.0)
root.PBSC108_Edinburgh.B_Hull.armor.65629 changed in second object (was 22.0, is 16.0)
root.PBSC108_Edinburgh.B_Hull.armor.65630 changed in second object (was 22.0, is 16.0)
root.PBSC108_Edinburgh.ShipAbilities.AbilitySlot2.abils[4][0] changed in second object (was PCY007_SpeedBooster, is PCY006_SmokeGenerator)
root.PBSC108_Edinburgh.ShipAbilities.AbilitySlot2.abils[4][1] changed in second object (was UK_CL, is UK_Lvl_8)
root.PBSC108_Edinburgh.ShipAbilities.AbilitySlot2.abils[5][0] changed in second object (was PCY015_SpeedBoosterPremium, is PCY014_SmokeGeneratorPremium)
root.PBSC108_Edinburgh.ShipAbilities.AbilitySlot2.abils[5][1] changed in second object (was UK_CL_PREM, is UK_Lvl_8_Gold)
root.PBSC108_Edinburgh.AB2_Torpedoes.HP_BGT_2.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC108_Edinburgh.AB2_Torpedoes.HP_BGT_1.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC108_Edinburgh.AB_Engine.forwardEngineForsagMaxSpeed changed in second object (was 2.5, is 30.225)
root.PBSC108_Edinburgh.AB_Engine.backwardEngineForsagMaxSpeed changed in second object (was 2.5, is 5.0)
root.PBSC108_Edinburgh.AB_Engine.forwardEngineForsag changed in second object (was 2.5, is 1.75)
root.PJSD107_Akatsuki.A_Hull.armor.65592 changed in second object (was 15.0, is 16.0)
root.PJSD107_Akatsuki.A_Hull.armor.65584 changed in second object (was 12.0, is 16.0)
root.PJSD107_Akatsuki.A_Hull.armor.131128 changed in second object (was 12.0, is 16.0)
root.PJSD107_Akatsuki.A_Hull.armor.65629 changed in second object (was 12.0, is 16.0)
root.PJSD107_Akatsuki.Cameras.Torp3.InnerTrajectory.posCenter[1] changed in second object (was 1.219, is 0.51)
root.PJSD107_Akatsuki.B_Hull.armor.65592 changed in second object (was 15.0, is 16.0)
root.PJSD107_Akatsuki.B_Hull.armor.65584 changed in second object (was 12.0, is 16.0)
root.PJSD107_Akatsuki.B_Hull.armor.131128 changed in second object (was 12.0, is 16.0)
root.PJSD107_Akatsuki.B_Hull.armor.65629 changed in second object (was 12.0, is 16.0)
root.PJSD107_Akatsuki.ShipUpgradeInfo.PJUA641_D7_ART_STOCK removed in second object
root.PJSD107_Akatsuki.ShipUpgradeInfo.PJUT603_D7_TORP_STOCK removed in second object
root.PJSD107_Akatsuki.ShipUpgradeInfo.PJUT604_D7_TORP_TOP removed in second object
root.PJSD107_Akatsuki.ShipUpgradeInfo.PJUE651_D7_ENG_STOCK removed in second object
root.PJSD107_Akatsuki.ShipUpgradeInfo.PJUA643_D7_ART_STOCK_1 removed in first object
root.PJSD107_Akatsuki.ShipUpgradeInfo.PJUE653_D7_ENG_STOCK_1 removed in first object
root.PJSD107_Akatsuki.ShipUpgradeInfo.PJUT606_D7_TORP_TOP_1 removed in first object
root.PJSD107_Akatsuki.ShipUpgradeInfo.PJUT605_D7_TORP_STOCK_1 removed in first object
root.PBPA013_152MM_AP_4CRH_SC.bulletDetonator changed in second object (was 0.025, is 0.005)
root.PBPA013_152MM_AP_4CRH_SC.alphaDamage changed in second object (was 1500.0, is 2700.0)
root.PCY002_RegenCrew.UK_CL.regenerationHPSpeed changed in second object (was 0.08, is 0.02)
root.PCY002_RegenCrew.UK_CL.workTime changed in second object (was 5.0, is 20.0)
root.PBPA022_152MM_AP_MK5_ALT_F.bulletDetonator changed in second object (was 0.025, is 0.005)
root.PBPA022_152MM_AP_MK5_ALT_F.alphaDamage changed in second object (was 1600.0, is 3200.0)
root.PASA004_Langley_1929.B_Hull_1944.armor.131159 changed in second object (was 16.0, is 13.0)
root.PASA004_Langley_1929.A_Hull_1929.armor.131159 changed in second object (was 16.0, is 13.0)
root.PBGT046_21in_Torpedo_Tubes_Twin_L.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PJSC007_Aoba_1943.A_Hull_1942.armor.65584 changed in second object (was 19.0, is 16.0)
root.PJSC007_Aoba_1943.A_Hull_1942.armor.65585 changed in second object (was 19.0, is 16.0)
root.PJSC007_Aoba_1943.A_Hull_1942.armor.65603 changed in second object (was 19.0, is 16.0)
root.PJSC007_Aoba_1943.A_Hull_1942.armor.65629 changed in second object (was 19.0, is 16.0)
root.PJSC007_Aoba_1943.A_Hull_1942.armor.65630 changed in second object (was 19.0, is 16.0)
root.PJSC007_Aoba_1943.B_Hull_1943.armor.65584 changed in second object (was 19.0, is 16.0)
root.PJSC007_Aoba_1943.B_Hull_1943.armor.65585 changed in second object (was 19.0, is 16.0)
root.PJSC007_Aoba_1943.B_Hull_1943.armor.65603 changed in second object (was 19.0, is 16.0)
root.PJSC007_Aoba_1943.B_Hull_1943.armor.65629 changed in second object (was 19.0, is 16.0)
root.PJSC007_Aoba_1943.B_Hull_1943.armor.65630 changed in second object (was 19.0, is 16.0)
root.PJSB021_Izumo_1938.B_Hull_1942.armor.65630 changed in second object (was 28.0, is 32.0)
root.PJSB021_Izumo_1938.B_Hull_1942.armor.65585 changed in second object (was 28.0, is 32.0)
root.PJSB021_Izumo_1938.B_Hull_1942.armor.65584 changed in second object (was 28.0, is 32.0)
root.PJSB021_Izumo_1938.B_Hull_1942.armor.65629 changed in second object (was 28.0, is 32.0)
root.PJSB021_Izumo_1938.A_Hull_1938.armor.65630 changed in second object (was 28.0, is 32.0)
root.PJSB021_Izumo_1938.A_Hull_1938.armor.65585 changed in second object (was 28.0, is 32.0)
root.PJSB021_Izumo_1938.A_Hull_1938.armor.65584 changed in second object (was 28.0, is 32.0)
root.PJSB021_Izumo_1938.A_Hull_1938.armor.65629 changed in second object (was 28.0, is 32.0)
root.PJSB021_Izumo_1938.C_Hull_1945.armor.65630 changed in second object (was 28.0, is 32.0)
root.PJSB021_Izumo_1938.C_Hull_1945.armor.65585 changed in second object (was 28.0, is 32.0)
root.PJSB021_Izumo_1938.C_Hull_1945.armor.65584 changed in second object (was 28.0, is 32.0)
